customer_id,name,nationality,age_group,gender,segment,id_type,id_number,payment_preference,credit_score,credit_rating,monthly_income_qar,existing_loans,debt_to_income_ratio,emi_eligibility,max_emi_amount_qar,preferred_finance_bank,first_purchase_date,total_purchases,lifetime_value_qar,last_purchase_date,avg_purchase_value_qar,preferred_body_type,preferred_color,repurchase_interval_months,next_upgrade_prediction,contact_number,email,preferred_contact
1866,James Taylor,British,36-45,M,Government,Passport,Q14096369,Finance,656,Fair,39100.0,1,0.06,True,13700.0,Arab Bank,2015-08-13,1,155600.0,2023-06-17,160000.0,Pickup,White,26,2025-08-05,+974 4424 4537,customer1866@gmail.com,Email
1867,Kavya Al-Thani,Pakistani,36-45,F,Individual,Passport,Q56262553,Finance,762,Excellent,21800.0,0,0.13,True,7600.0,Ahli Bank,2019-01-21,1,281100.0,2024-11-20,269000.0,Crossover,Graphite Grey,29,2027-04-09,+974 3965 3334,customer1867@gmail.com,Call
1868,Robert Brown,Qatari,46-55,M,Government,Qatar ID,Q86895118,Cash,839,Excellent,17200.0,0,0.13,True,6000.0,,2023-07-23,1,159900.0,2025-06-14,167000.0,Pickup,White,24,2027-06-04,+974 6099 6647,customer1868@gmail.com,WhatsApp
1869,Sara Reddy,Qatari,36-45,F,Individual,Qatar ID,Q35775293,Finance,788,Excellent,24100.0,3,0.49,True,8400.0,Qatar Islamic Bank,2022-09-09,1,205100.0,2023-10-03,184000.0,SUV,Pearl White,20,2025-05-25,+974 6265 9871,customer1869@hotmail.com,Call
1870,Ana Wilson,Jordanian,46-55,F,Individual,Qatar ID,Q62249121,Finance,772,Excellent,17200.0,2,0.46,True,6000.0,Commercial Bank Qatar,2024-05-03,3,515400.0,2025-09-04,151000.0,SUV,Black,25,2027-09-24,+974 3451 2913,customer1870@gmail.com,Call
1871,Muhammad Khan,Qatari,46-55,M,Corporate,Qatar ID,Q20751435,Cash,659,Fair,97300.0,3,0.57,False,0.0,,2024-03-26,3,554300.0,2024-05-14,167000.0,SUV,White,26,2026-07-03,+974 5400 2198,customer1871@gmail.com,WhatsApp
1872,Carlo Lopez,British,36-45,M,Government,Qatar ID,Q69142981,Finance,733,Good,18500.0,2,0.08,True,6500.0,Arab Bank,2019-12-21,2,246100.0,2021-07-31,118000.0,SUV,Black,31,2024-02-16,+974 7905 5612,customer1872@gmail.com,WhatsApp
1873,Zainab Brown,Lebanese,46-55,F,Corporate,Qatar ID,Q16401529,Cash,684,Fair,12700.0,1,0.06,True,4400.0,,2016-06-16,1,98800.0,2020-04-27,96000.0,Sedan,Graphite Grey,22,2022-02-16,+974 4318 2094,customer1873@gmail.com,WhatsApp
1874,Hassan Singh,Pakistani,18-25,M,Corporate,Passport,Q56270369,Cash,738,Good,27600.0,1,0.57,False,0.0,,2017-04-10,2,246500.0,2018-04-10,125000.0,Crossover,Pearl White,38,2021-05-24,+974 6287 2781,customer1874@gmail.com,Email
1875,Vijay Ali,Qatari,55+,M,Fleet,Qatar ID,Q99876603,Finance,620,Fair,43400.0,0,0.26,True,15200.0,Masraf Al Rayan,2015-11-18,2,268000.0,2015-11-19,130000.0,SUV,Pearl White,14,2017-01-12,+974 4084 8663,customer1875@gmail.com,Call
1876,Rajesh Al-Hajri,Qatari,18-25,M,Individual,Qatar ID,Q28904718,Finance,709,Good,17900.0,0,0.08,True,6300.0,Ahli Bank,2018-04-30,1,205400.0,2024-12-21,218000.0,Crossover,Titanium Grey,24,2026-12-11,+974 5408 9360,customer1876@hotmail.com,Call
1877,Tariq Lopez,Qatari,36-45,M,Individual,Qatar ID,Q99560316,Finance,708,Good,29600.0,0,0.34,True,10400.0,QIIB,2024-04-30,3,784500.0,2025-08-24,297000.0,Crossover,Beige,31,2028-03-11,+974 4529 2231,customer1877@hotmail.com,WhatsApp
1878,Vijay Lopez,Indian,36-45,M,Government,Qatar ID,Q91402258,Cash,757,Excellent,30000.0,1,0.56,False,0.0,,2022-01-17,1,119900.0,2024-12-15,132000.0,SUV,Silver,24,2026-12-05,+974 6587 4831,customer1878@gmail.com,Email
1879,Tariq Al-Kuwari,American,26-35,M,Individual,Qatar ID,Q76145997,Cash,726,Good,15400.0,0,0.27,True,5400.0,,2021-02-04,5,606300.0,2022-11-18,115000.0,SUV,Silver,14,2024-01-12,+974 7821 9922,customer1879@gmail.com,WhatsApp
1880,Bilal Al-Thani,Other,46-55,M,Individual,Qatar ID,Q60481546,Cash,647,Fair,52300.0,2,0.34,True,18300.0,,2020-07-26,2,263300.0,2022-11-02,143000.0,Sedan,Titanium Grey,22,2024-08-23,+974 7428 3353,customer1880@hotmail.com,Call
1881,Imran Reddy,Egyptian,26-35,M,Individual,Company CR,Q64349413,Lease,543,Poor,33200.0,2,0.06,False,0.0,QIIB,2022-08-12,1,91200.0,2024-08-30,82000.0,SUV,Green,24,2026-08-20,+974 3596 9566,customer1881@gmail.com,Email
1882,William Malik,Pakistani,36-45,M,Individual,Qatar ID,Q48762628,Cash,692,Fair,16400.0,4,0.37,False,0.0,,2021-08-30,1,122700.0,2024-10-14,108000.0,Sedan,White,30,2027-04-02,+974 7478 1264,customer1882@gmail.com,WhatsApp
1883,Kavya Al-Khaldi,Jordanian,55+,F,Government,Qatar ID,Q50015306,Finance,627,Fair,28600.0,0,0.29,True,10000.0,Masraf Al Rayan,2017-07-30,3,997300.0,2023-08-29,317000.0,Sedan,Black,34,2026-06-14,+974 7994 9391,customer1883@gmail.com,WhatsApp
1884,Robert Wilson,Indian,36-45,M,Corporate,Qatar ID,Q70073059,Lease,785,Excellent,43900.0,3,0.41,True,15400.0,Ahli Bank,2023-06-04,1,225900.0,2025-05-15,201000.0,SUV,Beige,30,2027-11-01,+974 6912 4211,customer1884@gmail.com,Email
1885,Robert Al-Mulla,Bangladeshi,36-45,M,Individual,Qatar ID,Q93703711,Cash,651,Fair,43300.0,1,0.42,True,15200.0,,2021-11-20,5,743000.0,2025-05-28,171000.0,SUV,Black,34,2028-03-13,+974 7707 8151,customer1885@gmail.com,Call
1886,Imran Shah,American,36-45,M,Individual,Passport,Q59483515,Cash,767,Excellent,25800.0,0,0.34,True,9000.0,,2023-05-30,1,194700.0,2025-03-18,226000.0,Pickup,White,21,2026-12-08,+974 3424 5412,customer1886@gmail.com,Call
1887,Sarah Johnson,British,46-55,F,Individual,Qatar ID,Q46013628,Cash,693,Fair,87500.0,1,0.42,True,30600.0,,2020-02-14,1,162300.0,2020-06-18,159000.0,SUV,Bronze,35,2023-05-04,+974 5057 3990,customer1887@gmail.com,WhatsApp
1888,Ravi Wilson,Qatari,46-55,M,Individual,Qatar ID,Q39822796,Cash,692,Fair,24300.0,4,0.43,False,0.0,,2022-02-27,4,499000.0,2022-11-26,135000.0,Sedan,Titanium Grey,29,2025-04-14,+974 4593 9948,customer1888@gmail.com,Email
1889,Olivia Sharma,Indian,18-25,F,Individual,Company CR,Q87234743,Finance,660,Fair,22900.0,1,0.45,True,8000.0,QIIB,2018-09-04,4,717500.0,2022-06-18,198000.0,Crossover,White,23,2024-05-08,+974 6306 4631,customer1889@gmail.com,WhatsApp
1890,Ibrahim Brown,British,26-35,M,Individual,Qatar ID,Q84985418,Lease,755,Excellent,13500.0,0,0.27,True,4700.0,Masraf Al Rayan,2020-08-28,1,432100.0,2024-08-22,490000.0,SUV,Blue,34,2027-06-08,+974 3128 6250,customer1890@gmail.com,Call
1891,Juan Garcia,Qatari,26-35,M,Individual,Qatar ID,Q90396559,Finance,623,Fair,62400.0,2,0.5,False,0.0,Arab Bank,2024-11-04,4,875800.0,2025-07-24,208000.0,SUV,Titanium Grey,30,2028-01-10,+974 4350 1768,customer1891@hotmail.com,Call
1892,Ali Al-Subaie,Qatari,18-25,M,Government,Qatar ID,Q39071005,Cash,787,Excellent,35000.0,1,0.21,True,12200.0,,2019-06-04,1,260100.0,2023-01-26,276000.0,SUV,Titanium Grey,27,2025-04-15,+974 4421 6998,customer1892@gmail.com,WhatsApp
1893,Anil Al-Subaie,Filipino,18-25,M,Fleet,Qatar ID,Q48047880,Finance,649,Fair,41800.0,3,0.06,True,14600.0,Commercial Bank Qatar,2020-01-07,1,233300.0,2020-07-12,211000.0,Pickup,Blue,24,2022-07-02,+974 3288 6797,customer1893@hotmail.com,WhatsApp
1894,Michael Hussain,Other,36-45,M,Corporate,Qatar ID,Q84867294,Finance,707,Good,47500.0,1,0.47,True,16600.0,Masraf Al Rayan,2021-10-14,1,194700.0,2022-07-10,182000.0,SUV,Pearl White,22,2024-04-30,+974 6294 3667,customer1894@gmail.com,Email
1895,Anil Sharma,Bangladeshi,36-45,M,Government,Qatar ID,Q28551448,Lease,801,Excellent,8600.0,0,0.28,True,3000.0,Arab Bank,2024-09-09,2,266100.0,2026-02-09,123000.0,Sedan,Silver,20,2027-10-02,+974 5767 9359,customer1895@gmail.com,Call
1896,William Al-Attiyah,Pakistani,36-45,M,Individual,Qatar ID,Q21137101,Lease,751,Excellent,82800.0,0,0.44,True,29000.0,Ahli Bank,2023-12-07,2,279700.0,2026-02-20,126000.0,Pickup,White,30,2028-08-08,+974 5722 1416,customer1896@hotmail.com,Email
1897,Sara Ibrahim,Qatari,26-35,F,Government,Qatar ID,Q52597608,Cash,791,Excellent,74700.0,0,0.58,False,0.0,,2022-04-05,1,194900.0,2022-08-31,175000.0,SUV,Bronze,35,2025-07-16,+974 3567 4413,customer1897@hotmail.com,WhatsApp
1898,John Lopez,Qatari,36-45,M,Corporate,Qatar ID,Q29337067,Cash,764,Excellent,18600.0,0,0.52,False,0.0,,2016-02-16,2,1215700.0,2019-04-25,650000.0,Pickup,Pearl White,26,2021-06-13,+974 7092 4638,customer1898@gmail.com,Email
1899,Mariam Hussain,Filipino,36-45,F,Individual,Qatar ID,Q39318337,Finance,467,No History,32000.0,1,0.59,False,0.0,QIIB,2016-06-15,6,604700.0,2022-03-26,105000.0,Sedan,Beige,42,2025-09-06,+974 7451 2734,customer1899@gmail.com,WhatsApp
1900,Yusuf Taylor,Qatari,46-55,M,Individual,Qatar ID,Q45217439,Cash,743,Good,24500.0,0,0.26,True,8600.0,,2018-06-02,1,118200.0,2019-01-29,114000.0,SUV,White,17,2020-06-22,+974 7010 3623,customer1900@hotmail.com,Call
1901,Suresh Siddiqui,Pakistani,36-45,M,Corporate,Passport,Q94253102,Finance,801,Excellent,22700.0,0,0.54,False,0.0,Qatar Islamic Bank,2022-06-17,1,314800.0,2023-06-22,319000.0,SUV,Pearl White,37,2026-07-06,+974 6963 3222,customer1901@gmail.com,Email
1902,Maria Patel,Indian,36-45,F,Corporate,Qatar ID,Q68993592,Finance,745,Good,19800.0,1,0.54,False,0.0,Commercial Bank Qatar,2022-07-06,1,179100.0,2024-08-27,167000.0,Pickup,Black,28,2026-12-15,+974 6840 3876,customer1902@hotmail.com,Call
1903,William Kumar,British,55+,M,Corporate,Passport,Q65289687,Finance,757,Excellent,38800.0,1,0.23,True,13600.0,QIIB,2017-02-01,5,943700.0,2017-05-31,166000.0,SUV,Silver,27,2019-08-19,+974 3825 7997,customer1903@gmail.com,Call
1904,Ali Ibrahim,Egyptian,36-45,M,Individual,Passport,Q84617558,Cash,696,Fair,6900.0,1,0.44,True,2400.0,,2016-11-13,1,69200.0,2020-12-11,73000.0,SUV,Silver,14,2022-02-04,+974 5523 5370,customer1904@gmail.com,WhatsApp
1905,Bilal Lopez,Filipino,26-35,M,Government,Passport,Q92035598,Finance,660,Fair,35200.0,0,0.36,True,12300.0,Commercial Bank Qatar,2018-04-02,1,151600.0,2018-06-21,164000.0,SUV,White,35,2021-05-06,+974 4478 8320,customer1905@gmail.com,Call
1906,Khalid Kumar,Qatari,36-45,M,Corporate,Qatar ID,Q75810642,Cash,779,Excellent,20800.0,0,0.31,True,7300.0,,2018-09-18,5,845400.0,2025-05-24,183000.0,Pickup,Silver,28,2027-09-11,+974 5677 3265,customer1906@gmail.com,Call
1907,Maria Singh,Qatari,46-55,F,Individual,Qatar ID,Q33255413,Finance,824,Excellent,16600.0,1,0.27,True,5800.0,Qatar National Bank,2016-02-08,2,457700.0,2020-03-10,257000.0,Sedan,Titanium Grey,35,2023-01-24,+974 3364 5346,customer1907@gmail.com,WhatsApp
1908,Emma Patel,Filipino,36-45,F,Individual,Passport,Q41782201,Finance,618,Poor,26700.0,0,0.43,True,9300.0,Ahli Bank,2019-12-01,1,330400.0,2022-04-11,346000.0,Sedan,Bronze,13,2023-05-06,+974 3498 1662,customer1908@hotmail.com,WhatsApp
1909,Tariq Chaudhry,Bangladeshi,46-55,M,Corporate,Qatar ID,Q22558651,Finance,775,Excellent,23800.0,2,0.09,True,8300.0,Qatar National Bank,2021-06-08,2,382300.0,2024-01-06,202000.0,Sedan,White,30,2026-06-24,+974 4222 3743,customer1909@gmail.com,Call
1910,Arjun Garcia,Indian,26-35,M,Individual,Qatar ID,Q21092802,Cash,758,Excellent,28900.0,3,0.16,True,10100.0,,2022-05-01,1,153200.0,2025-03-13,138000.0,Pickup,White,12,2026-03-08,+974 4723 9189,customer1910@hotmail.com,Email
1911,Omar Al-Hajri,Qatari,26-35,M,Individual,Qatar ID,Q25457307,Cash,684,Fair,13400.0,1,0.58,False,0.0,,2016-04-28,1,288600.0,2024-03-05,260000.0,SUV,Graphite Grey,24,2026-02-23,+974 7963 2462,customer1911@hotmail.com,WhatsApp
1912,Juan Kumar,Bangladeshi,36-45,M,Individual,Qatar ID,Q14969146,Cash,724,Good,31800.0,1,0.46,True,11100.0,,2016-07-11,2,373400.0,2023-12-12,175000.0,Pickup,Pearl White,28,2026-03-31,+974 5405 4153,customer1912@gmail.com,WhatsApp
1913,Ravi Siddiqui,Egyptian,46-55,M,Individual,Qatar ID,Q62986971,Finance,529,Poor,17600.0,1,0.47,False,0.0,QIIB,2023-09-17,1,131800.0,2024-02-17,131000.0,SUV,White,35,2027-01-02,+974 5761 1143,customer1913@gmail.com,WhatsApp
1914,Ravi Al-Thani,Pakistani,18-25,M,Individual,Passport,Q38805562,Finance,666,Fair,70100.0,0,0.6,False,0.0,Masraf Al Rayan,2017-03-04,3,1119600.0,2021-04-14,352000.0,SUV,Pearl White,44,2024-11-24,+974 4050 9135,customer1914@gmail.com,Call
1915,Ibrahim Al-Dosari,Indian,26-35,M,Individual,Passport,Q30960858,Lease,677,Fair,28200.0,1,0.26,True,9900.0,Qatar National Bank,2021-03-01,1,64500.0,2023-03-21,68000.0,Sedan,White,24,2025-03-10,+974 4153 8894,customer1915@gmail.com,WhatsApp
1916,Anil Al-Kuwari,Qatari,36-45,M,Individual,Qatar ID,Q65343491,Cash,708,Good,52200.0,4,0.45,False,0.0,,2021-09-19,6,702300.0,2024-03-14,113000.0,Crossover,Pearl White,29,2026-08-01,+974 4869 3129,customer1916@hotmail.com,WhatsApp
1917,Yusuf Al-Hajri,Lebanese,26-35,M,Individual,Qatar ID,Q26736237,Finance,637,Fair,34500.0,1,0.4,True,12100.0,Qatar National Bank,2024-04-13,2,496700.0,2026-01-19,223000.0,SUV,Black,18,2027-07-13,+974 5975 7644,customer1917@gmail.com,Call
1918,Zainab Al-Subaie,Indian,46-55,F,Individual,Qatar ID,Q28368925,Finance,593,Poor,32000.0,0,0.25,True,11200.0,Qatar Islamic Bank,2019-02-28,1,84500.0,2023-01-23,86000.0,SUV,White,29,2025-06-11,+974 6782 8113,customer1918@hotmail.com,WhatsApp
1919,Bilal Al-Naimi,Qatari,26-35,M,Government,Qatar ID,Q75630349,Cash,753,Excellent,39700.0,2,0.35,True,13900.0,,2024-01-15,4,755000.0,2025-03-12,168000.0,SUV,Pearl White,37,2028-03-26,+974 4326 7943,customer1919@gmail.com,WhatsApp
1920,Ahmed Taylor,American,36-45,M,Corporate,Qatar ID,Q70795682,Cash,774,Excellent,28000.0,0,0.59,False,0.0,,2015-05-05,3,549700.0,2016-07-21,165000.0,Sedan,Silver,19,2018-02-11,+974 3832 5038,customer1920@hotmail.com,Call
1921,John Santos,Sri Lankan,26-35,M,Government,Qatar ID,Q34390832,Lease,711,Good,38400.0,1,0.49,True,13400.0,Masraf Al Rayan,2018-02-02,2,1045500.0,2020-04-29,524000.0,SUV,Black,27,2022-07-18,+974 7355 9652,customer1921@gmail.com,WhatsApp
1922,Juan Reddy,Pakistani,26-35,M,Individual,Company CR,Q68716883,Finance,783,Excellent,18000.0,0,0.38,True,6300.0,Ahli Bank,2018-09-29,2,431200.0,2020-12-27,237000.0,SUV,Graphite Grey,14,2022-02-20,+974 6578 3439,customer1922@hotmail.com,Call
1923,Abdullah Al-Attiyah,American,36-45,M,Corporate,Qatar ID,Q16788404,Cash,678,Fair,18800.0,0,0.11,True,6600.0,,2017-12-25,6,803900.0,2022-10-03,138000.0,Crossover,Black,32,2025-05-20,+974 6661 8956,customer1923@gmail.com,WhatsApp
1924,Asif Khan,Qatari,36-45,M,Corporate,Qatar ID,Q87063639,Finance,766,Excellent,22400.0,2,0.36,True,7800.0,Qatar National Bank,2021-03-11,2,379500.0,2025-03-14,218000.0,Pickup,Black,29,2027-08-01,+974 5580 5084,customer1924@gmail.com,Call
1925,William Hussain,Qatari,36-45,M,Individual,Qatar ID,Q76145774,Cash,803,Excellent,37100.0,2,0.5,False,0.0,,2021-08-12,4,623700.0,2024-12-18,166000.0,Crossover,Pearl White,24,2026-12-08,+974 4832 2066,customer1925@hotmail.com,Call
1926,John Khan,American,36-45,M,Individual,Qatar ID,Q43318451,Cash,673,Fair,38100.0,0,0.13,True,13300.0,,2019-08-10,7,1021400.0,2020-09-20,130000.0,SUV,Blue,23,2022-08-11,+974 4911 3854,customer1926@gmail.com,WhatsApp
1927,Hassan Santos,Filipino,36-45,M,Individual,Company CR,Q98626958,Cash,778,Excellent,29900.0,3,0.3,True,10500.0,,2021-05-17,1,148300.0,2024-10-18,132000.0,SUV,Black,37,2027-11-02,+974 4143 1431,customer1927@hotmail.com,WhatsApp
1928,Carlo Malik,Lebanese,26-35,M,Government,Passport,Q21232457,Cash,665,Fair,25400.0,1,0.4,True,8900.0,,2024-06-06,5,1090500.0,2024-07-04,243000.0,Pickup,White,35,2027-05-20,+974 4926 7051,customer1928@gmail.com,Call
1929,Muhammad Ahmed,Pakistani,46-55,M,Government,Qatar ID,Q98783194,Cash,633,Fair,28700.0,1,0.59,False,0.0,,2016-08-23,1,179100.0,2017-07-31,160000.0,Crossover,Black,21,2019-04-22,+974 7163 1500,customer1929@gmail.com,Email
1930,Rosa Cruz,Bangladeshi,26-35,F,Government,Company CR,Q78027985,Cash,692,Fair,109400.0,0,0.53,False,0.0,,2023-07-02,1,54900.0,2026-02-25,62000.0,SUV,Silver,33,2028-11-11,+974 6062 8170,customer1930@gmail.com,WhatsApp
1931,William Wilson,Qatari,36-45,M,Corporate,Qatar ID,Q22281419,Cash,807,Excellent,15600.0,1,0.51,False,0.0,,2022-06-23,3,276600.0,2023-06-26,105000.0,SUV,White,23,2025-05-16,+974 3688 3585,customer1931@gmail.com,WhatsApp
1932,Zainab Al-Hajri,Qatari,36-45,F,Individual,Qatar ID,Q45854181,Finance,580,Poor,8700.0,1,0.46,True,3000.0,Qatar National Bank,2020-08-29,1,289100.0,2024-09-24,323000.0,Pickup,Brown,36,2027-09-09,+974 7823 6810,customer1932@hotmail.com,WhatsApp
1933,Maria Siddiqui,Qatari,26-35,F,Corporate,Qatar ID,Q40082312,Cash,742,Good,17400.0,1,0.15,True,6100.0,,2020-07-17,2,459100.0,2023-04-29,205000.0,SUV,Bronze,16,2024-08-21,+974 5730 7183,customer1933@gmail.com,Call
1934,Pradeep Malik,British,36-45,M,Government,Passport,Q43373898,Cash,695,Fair,17300.0,0,0.56,False,0.0,,2018-04-14,4,771100.0,2025-01-24,185000.0,Sedan,Pearl White,12,2026-01-19,+974 5169 8033,customer1934@hotmail.com,WhatsApp
1935,Ibrahim Malik,Qatari,36-45,M,Individual,Qatar ID,Q83378429,Cash,803,Excellent,16500.0,2,0.37,True,5800.0,,2016-08-06,1,130200.0,2020-08-01,145000.0,SUV,Black,15,2021-10-25,+974 4024 1005,customer1935@gmail.com,Call
1936,Hina Cruz,Qatari,36-45,F,Corporate,Qatar ID,Q90791349,Cash,710,Good,31100.0,1,0.13,True,10900.0,,2021-11-20,3,313000.0,2024-04-30,121000.0,SUV,Silver,26,2026-06-19,+974 7716 2116,customer1936@gmail.com,Call
1937,Vijay Sharma,Qatari,46-55,M,Individual,Qatar ID,Q37457064,Finance,758,Excellent,28500.0,0,0.25,True,10000.0,Ahli Bank,2023-06-27,2,158500.0,2024-03-07,69000.0,Sedan,Black,39,2027-05-21,+974 3884 4811,customer1937@hotmail.com,Call
1938,Sunita Hassan,Indian,18-25,F,Fleet,Qatar ID,Q76517227,Cash,713,Good,40900.0,2,0.23,True,14300.0,,2021-03-28,1,234800.0,2023-06-26,234000.0,Sedan,White,24,2025-06-15,+974 4184 5295,customer1938@hotmail.com,WhatsApp
1939,Juan Al-Dosari,Qatari,26-35,M,Individual,Qatar ID,Q79227788,Cash,751,Excellent,27400.0,2,0.08,True,9600.0,,2021-05-12,1,104300.0,2026-02-05,107000.0,Sedan,Silver,12,2027-01-31,+974 4038 5238,customer1939@gmail.com,Call
1940,Arjun Hussain,Qatari,55+,M,Corporate,Qatar ID,Q24037331,Cash,589,Poor,55600.0,0,0.13,True,19500.0,,2019-06-30,1,131500.0,2025-09-03,133000.0,SUV,Pearl White,29,2028-01-21,+974 4855 6348,customer1940@gmail.com,Email
1941,Juan Ali,Nepali,36-45,M,Corporate,Qatar ID,Q61158753,Finance,830,Excellent,18000.0,0,0.59,False,0.0,Qatar Islamic Bank,2024-01-10,4,953600.0,2025-12-25,212000.0,SUV,Black,41,2029-05-08,+974 3739 6362,customer1941@gmail.com,WhatsApp
1942,Ahmed Smith,Egyptian,36-45,M,Individual,Passport,Q25218749,Finance,691,Fair,39000.0,1,0.6,False,0.0,Commercial Bank Qatar,2022-08-15,3,1334600.0,2025-04-19,492000.0,SUV,Beige,25,2027-05-09,+974 6886 2287,customer1942@gmail.com,Call
1943,Rajesh Johnson,Pakistani,36-45,M,Corporate,Passport,Q90462702,Cash,712,Good,26500.0,3,0.59,False,0.0,,2019-09-22,1,339000.0,2024-04-30,359000.0,Pickup,White,39,2027-07-14,+974 3457 7209,customer1943@gmail.com,WhatsApp
1944,Ravi Siddiqui,Egyptian,26-35,M,Individual,Passport,Q92327874,Finance,644,Fair,31900.0,2,0.21,True,11200.0,Ahli Bank,2021-07-05,1,233100.0,2021-10-09,252000.0,SUV,Pearl White,33,2024-06-25,+974 6533 9151,customer1944@gmail.com,WhatsApp
1945,Ravi Hassan,Qatari,55+,M,Government,Qatar ID,Q52806362,Cash,812,Excellent,19900.0,1,0.24,True,7000.0,,2024-09-13,1,127600.0,2025-12-10,133000.0,Crossover,Silver,22,2027-10-01,+974 4808 4150,customer1945@gmail.com,Call
1946,Asif Ahmed,Qatari,26-35,M,Government,Qatar ID,Q17273581,Finance,763,Excellent,37700.0,1,0.52,False,0.0,Commercial Bank Qatar,2024-10-27,1,104200.0,2025-01-01,108000.0,SUV,Pearl White,14,2026-02-25,+974 6248 6472,customer1946@gmail.com,WhatsApp
1947,Zainab Garcia,Qatari,36-45,F,Fleet,Qatar ID,Q51690209,Finance,683,Fair,17700.0,2,0.15,True,6200.0,Ahli Bank,2016-04-30,1,185000.0,2019-08-17,205000.0,Sedan,Pearl White,37,2022-08-31,+974 4100 6177,customer1947@gmail.com,WhatsApp
1948,Ahmed Al-Thani,Qatari,18-25,M,Corporate,Qatar ID,Q82054847,Cash,682,Fair,19300.0,0,0.34,True,6800.0,,2024-07-20,1,136100.0,2025-04-03,136000.0,Pickup,Pearl White,33,2027-12-19,+974 3122 2775,customer1948@gmail.com,WhatsApp
1949,James Al-Khaldi,Filipino,26-35,M,Fleet,Passport,Q64834475,Finance,737,Good,32800.0,1,0.29,True,11500.0,Qatar Islamic Bank,2016-12-09,1,199600.0,2020-12-15,195000.0,Sedan,White,15,2022-03-10,+974 4344 7963,customer1949@hotmail.com,Call
1950,Maria Al-Hajri,Qatari,26-35,F,Corporate,Qatar ID,Q71901789,Finance,709,Good,49600.0,0,0.24,True,17400.0,Masraf Al Rayan,2020-05-14,3,603000.0,2025-03-10,211000.0,Pickup,Pearl White,19,2026-10-01,+974 4382 7037,customer1950@gmail.com,Email
1951,Ahmed Santos,Qatari,36-45,M,Corporate,Qatar ID,Q44153671,Cash,615,Poor,39000.0,2,0.49,True,13600.0,,2018-08-21,1,246100.0,2022-09-11,221000.0,Van,White,19,2024-04-03,+974 5502 7019,customer1951@hotmail.com,WhatsApp
1952,Zainab Al-Naimi,Jordanian,18-25,F,Government,Passport,Q70498656,Cash,797,Excellent,49800.0,0,0.59,False,0.0,,2017-03-03,2,441000.0,2025-03-01,246000.0,SUV,Silver,23,2027-01-20,+974 6591 7523,customer1952@gmail.com,WhatsApp
1953,Mohammed Malik,Egyptian,36-45,M,Corporate,Qatar ID,Q18157513,Cash,806,Excellent,21800.0,2,0.43,True,7600.0,,2024-09-23,2,252900.0,2025-10-16,115000.0,Sedan,Bronze,13,2026-11-10,+974 3551 7341,customer1953@gmail.com,Call
1954,Anil Mehta,Filipino,36-45,M,Individual,Qatar ID,Q51014748,Lease,704,Good,41000.0,2,0.33,True,14300.0,Qatar National Bank,2017-07-29,5,2108200.0,2023-09-09,445000.0,SUV,Black,20,2025-05-01,+974 3292 2701,customer1954@gmail.com,Call
1955,Arjun Al-Hajri,Indian,55+,M,Individual,Qatar ID,Q81368528,Finance,646,Fair,11800.0,0,0.19,True,4100.0,Doha Bank,2018-11-15,4,495400.0,2021-12-31,108000.0,Crossover,Blue,25,2024-01-20,+974 7383 6924,customer1955@gmail.com,WhatsApp
1956,Michael Ali,Indian,26-35,M,Government,Qatar ID,Q98727377,Finance,651,Fair,23300.0,0,0.23,True,8200.0,Qatar Islamic Bank,2022-04-20,3,1363100.0,2026-01-20,422000.0,Pickup,White,22,2027-11-11,+974 7414 7324,customer1956@gmail.com,Call
1957,David Al-Subaie,Pakistani,26-35,M,Individual,Qatar ID,Q46807983,Finance,769,Excellent,15700.0,1,0.6,False,0.0,Arab Bank,2022-09-29,6,920500.0,2024-06-16,149000.0,SUV,Silver,24,2026-06-06,+974 4126 5158,customer1957@gmail.com,WhatsApp
1958,Hassan Hussain,Filipino,46-55,M,Corporate,Passport,Q41603688,Cash,676,Fair,25900.0,4,0.55,False,0.0,,2017-10-31,6,963900.0,2019-04-25,178000.0,Sedan,Black,37,2022-05-09,+974 4951 2690,customer1958@hotmail.com,WhatsApp
1959,Juan Kumar,Pakistani,55+,M,Individual,Passport,Q32519486,Cash,664,Fair,9900.0,0,0.33,True,3500.0,,2024-11-19,3,223400.0,2025-02-15,73000.0,Pickup,White,32,2027-10-03,+974 4193 2984,customer1959@hotmail.com,WhatsApp
1960,William Siddiqui,Qatari,18-25,M,Individual,Qatar ID,Q74538117,Finance,645,Fair,15500.0,0,0.07,True,5400.0,Ahli Bank,2020-03-04,1,294100.0,2021-06-16,300000.0,SUV,Titanium Grey,20,2023-02-06,+974 3996 1183,customer1960@gmail.com,Call
1961,Ahmed Garcia,Indian,18-25,M,Individual,Qatar ID,Q47092892,Finance,606,Poor,34200.0,0,0.41,True,12000.0,Ahli Bank,2021-03-15,1,240800.0,2022-12-28,257000.0,Pickup,White,25,2025-01-16,+974 7508 3265,customer1961@hotmail.com,WhatsApp
1962,Sunita Abdullah,Pakistani,46-55,F,Government,Qatar ID,Q88963818,Cash,780,Excellent,23400.0,0,0.3,True,8200.0,,2017-03-24,1,206500.0,2017-06-01,193000.0,Sedan,Beige,18,2018-11-23,+974 6106 8168,customer1962@gmail.com,WhatsApp
